"cleaned","label"
"bfs friend today said they're not getting vaccinated because they went to miami and didn't get covid so they don't need a vaccine and their fiance who's had no negative side effects regrets getting one but he doesn't want everyone at the office to think he's an anti vaxer","-1"
"when your takes the time out to comfort a constituent who is a person of color feeling confused and marginalized by policies on who gets the vaccine your the boom com thank you","1"
"wear a mask or don't why do you think what anyone thinks about your vax status it's not a political statement","-1"
"union square park today thing on her arm is bigger than the sticker they give you when you get the vaccine","-1"
"lmfaooo me in the elevator alive and well with the vaccine","1"
"posted that it might be the process of vaccinating that is causing spikes based on my family's experience in getting the vaccine in nys i can better understand what he is talking about in short the process is exposing the most vulnerable see below thread","-1"
"there are more cases of vaccineindused polio than actual polio these days but this is a reminder that while there is a small risk from a vaccine it pales in comparison to the risk from the actual disease","1"
"announces all mainers will be eligible for the vaccine by april 19 mills continues to be the most effective governor battling the pandemic i'd be willing to be every state will open in april you're not going to have to wait until may 1 to book an appointment","1"
"vaccine time bushwick campus bushwick high school in brooklyn ny","1"
"excepting the decimal point percentage of people for whom the vaccine is illadvised there is no other side getvaccinated","1"
"this vaccine hasn't been out for long and they are already recommending booster shots cdc can't get any info right and they are always going back on what was said within a 48hr span it's soo much to deal with to make a decision","-1"
"the second i turn on jeopardy i learn there is a wine flu vaccine please","1"
"i love how people my age are pushing their way first to get a vaccine while the majority of people 65 still never got their first dose fucking selfish people","1"
"this second vaccine dose has me crying watching cute dog tik toks never happened before very weird","1"
"i know someone who scheduled their vaccine appointment after being asked several times in bars last weekend if they were vaccinated tuesday he got his first shot","1"
"where's my vaccine payaso","1"
"the point is all sides are saying to get the vax because it's safe and effective why you don't accept that i'll never know","1"
"knowledge is power 83 million people in new york means 25 million have not had a covid19 vaccine and i'm guessing they don't plan on getting one at this point many people don't trust the news leaders or vaccine great covid19 will never go away covid20 here we come","1"
"and we landed vaccine appointments today so we can hope to be dining out more in the nottoodistant future including celebrating 's and karen's birthdays","1"
"oh man my anti vax mormon acquaintance is going to be livid","1"
